TNMD	27
SDHAF2	25	
DDB1	949	
VPS37C	116	
VWCE	6	
RAB3IL1	50	
BEST1	4837	
BSCL2	17	
POLR2G	109	
SLC3A2	330	
HRASLS5	62	
C11orf84	37	
ATG16L2	368	
C2CD3	98	
TRANK1	101	
TTC21A	35	
RPSA	957	
ENTPD3	26	
CTNNB1	903	
ULK4	7	
FADD	44	
LTBP3	964	
NAALADL1	18	
SAC3D1	31	
BATF2	23	
SLC22A11	0	
SF1	983	
MAP4K2	85	
C11orf85	0	
CCDC88B	94	
SCARA3	168	
PBK	0	
SCARA5	511	
PNOC	0	
COPS6	313	
PAFAH1B2	216	
ANKS3	50	
NUDT16L1	58	
KIAA1586	12	
RAB4A	164	
KCNJ4	0	
SETD5	380	
VASN	139	
FAM83B	4	
THAP9	47	
RNF187	375	
MAPK1IP1L	346	
DDIT4	103	
RBPJ	269	
LMBRD1	223	
ZCCHC4	41	
PTGDR	2	
TTC39C	24	
GLYCTK	37	
GNG4	1	
UBTD2	89	
NKIRAS2	189	
DNAJC7	274	
C14orf183	0	
KCNV2	0	
IRF2BP2	467	
NT5DC2	82	
FOXI1	279	
SMIM4	45	
COA6	39	
KIF5C	12	
THAP11	169	
MMADHC	314	
PDHB	417	
PXK	163	
HIST1H1E	9	
PCMTD1	641	
KCTD6	33	
MPLKIP	43	
ACOX2	77	
FAM107A	236	
IRF2	127	
MOBP	4	
CX3CR1	40	
C8orf22	1155	
INSM2	0	
DEGS2	4	
SCN11A	4	
ARF4	445	
SEPT2	1095	
FILIP1L	845	
MFSD2A	3	
DTYMK	30	
ING5	103	
ATG4B	169	
BDKRB2	65	
MLKL	104	
RFWD3	38	
MTNR1A	0	
KCNG4	0	
RHOH	3	
KLHL30	459	
COG7	106	
CDC40	96	
STIP1	640	
SCNN1B	22	
HR	39	
TXNDC2	1	
RAB31	147	
REEP4	42	
LGI3	1	
SFTPC	0	
BMP1	95	
ATXN2L	442	
PHYHIP	34	
CCDC110	7	
POLR3D	125	
FEN1	30	
SDPR	338	
MTCL1	27	
GBX2	0	
HFE2	874	
SCGB1D1	0	
HEXIM2	49	
FNTA	144	
SERINC2	148	
MYL1	9063	
TRAPPC11	157	
CHRM1	3	
COL3A1	1169	
GFRA2	10	
ING2	30	
CDKN2AIP	90	
SNRNP48	62	
TMEM223	73	
SLC20A2	656	
CRYGA	0	
DYNLRB2	0	
TMUB2	167	
ADAM29	1	
STAT3	1154	
ADAM9	287	
ADAM18	0	
GDNF	696	
WFDC13	0	
AXIN2	29	
NDUFS5	388	
VWA3B	1	
ZNF30	14	
FAM84B	62	
LDLRAD4	106	
KCTD19	1	
SLC16A4	14	
IL7R	30	
TMEM208	65	
LRP1B	39	
WFDC12	0	
AHCYL1	656	
DNAJC21	313	
NPNT	332	
CA7	0	
FAM178B	2	
SEMA4C	211	
CNNM3	274	
GSTM4	225	
TET2	116	
CXXC4	4	
TCTN2	28	
SHOX2	17	
PPIP5K1	86	
TSPAN5	27	
ABHD15	66	
ZBTB5	67	
CHTF8	92	
ADAL	50	
LCMT2	30	
IL12A	2	
ZNF507	65	
ZBTB49	28	
GFM1	343	
OR13J1	0	
HTR1E	0	
FSTL5	2	
DDX19A	189	
ATOH8	145	
ANKRD49	33	
USP39	186	
TNIP2	100	
TMEM150A	104	
RNF181	103	
VAMP5	168	
BTNL3	0	
LRRC28	67	
MAT2A	2544	
PLA2G4F	148	
ENHO	5	
ZNF608	46	
SLC35G2	31	
INPP5D	107	
LETM1	173	
CTRB1	0	
CTRB2	0	
TMEM129	218	
PPIC	114	
CEP120	102	
STXBP6	39	
TM4SF20	0	
MFF	243	
GRM5	0	
LGALS9	82	
PXDC1	224	
NTSR2	0	
E2F6	140	
FEM1B	229	
COMMD8	45	
ATP5I	305	
MFSD7	42	
COL4A3	165	
MAP2K1	313	
KLK7	0	
IRS1	295	
MECP2	366	
UPF3A	179	
ZBBX	0	
ACTBL2	1	
ROR2	1	
AR	169	
DHRSX	48	
HSPBAP1	100	
ASMTL	89	
CHST14	44	
PARM1	324	
CSNK1G1	39	
FAM110B	88	
ARMC4	2	
AFAP1L2	54	
ZNF354A	25	
ATF5	90	
UBE2V2	194	
ZBTB43	198	
CPT1C	10	
PCSK9	5	
XPO6	328	
GSG1L	0	
APEX2	37	
NSMCE1	93	
CCDC126	34	
IL13	2	
OR10G3	0	
RAB3B	42	
OR6F1	0	
CD2BP2	182	
RSPO1	0	
RGS14	55	
TBC1D10B	254	
LMAN2	151	
GCSAML	1	
RAB24	29	
THBS3	193	
CA5B	54	
SLC50A1	56	
EFNA1	62	
CXCL10	9	
SH3TC2	11	
CXCL11	0	
ZRSR2	63	
NMD3	179	
ADRB2	29	
B3GALNT1	23	
HSPB3	139	
MRPL1	111	
SHE	100	
NR0B1	0	
PGM2	54	
STK32A	26	
IL1RAPL1	3	
P2RY12	5	
C22orf15	95	
OR5AU1	0	
KIAA1024	4	
PDILT	0	
UMOD	0	
GP2	0	
SLC33A1	68	
SNUPN	50	
CRADD	34	
SIN3A	263	
ARL13B	35	
RNASE2	2	
ELSPBP1	0	
PTK2	425	
PTAFR	99	
PTPN9	92	
RNASE6	21	
NPR1	300	
KCNK9	2	
SCN9A	7	
RASSF6	42	
COL22A1	2	
SDC2	657	
CD52	21	
MMGT1	201	
SPRR1B	0	
SPRR1A	0	
OR4K14	0	
OR4K15	0	
TM2D2	87	
HTRA4	2	
PLEKHA2	130	
CLIC4	766	
SLC38A11	18	
GPR183	34	
CCDC8	33	
METTL15	83	
ZNF280A	0	
MUC15	0	
CT55	0	
ZEB2	459	
GJB1	3	
PCBP1	1957	
HINT1	407	
DTWD2	86	
VPREB1	0	
CLIC3	5	
INO80E	171	
BNC1	1	
DFFB	24	
NFU1	141	
ANTXR1	505	
GKN1	0	
CKAP2L	0	
C15orf40	64	
FAM103A1	71	
PROKR1	1	
APLF	13	
HIC2	60	
LUZP1	138	
HEXDC	188	
DRD5	0	
BUB1	0	
SPNS1	8	
LRRC45	22	
CHRNA5	5	
MT1B	0	
STRA13	47	
AGPAT2	391	
ASPSCR1	170	
GP9	1	
FASN	1083	
CNBP	2938	
MT1E	1180	
ACTRT2	0	
DUS1L	233	
GPS1	364	
RFNG	183	
DCXR	191	
ZNF32	138	
LDB2	133	
NRG4	27	
C15orf27	27	
NLGN1	8	
TAPT1	290	
UGP2	1632	
TAS2R1	0	
LINGO1	29	
PRY2	0	
HNRNPF	500	
BTD	72	
CSGALNACT2	144	
TACR3	2	
GSX1	0	
PCDH7	23	
ROBO1	67	
ONECUT1	0	
AVEN	55	
P2RY1	8	
CTNND2	1	
TRIM56	61	
AHSP	0	
WNT10B	9	
CALML6	134	
REPS2	23	
MUC3A	14	
SYAP1	215	
ITGAM	87	
PYDC1	15	
TPST1	49	
TM4SF4	0	
TOR1AIP2	213	
S100G	0	
TM4SF1	705	
OTUD3	82	
OTUD7A	8	
GUSB	124	
BRD3	254	
KLF13	538	
FRMPD4	8	
ZFPM2	98	
ZNF764	19	
ZNF768	263	
TAS1R3	19	
TMEM42	28	
MAP3K2	218	
PUSL1	34	
SF3B5	147	
ZNF35	8	
TIGD4	3	
IFFO2	67	
NLGN2	112	
MYO7B	45	
CHD3	302	
TMEM154	88	
MYRIP	95	
ALCAM	76	
YWHAG	2196	
UBE2E3	322	
CNTROB	80	
TRAPPC1	93	
ZPLD1	0	
KCNAB3	3	
SERPINA9	0	
GPR37L1	14	
SIMC1	33	
TMEM192	99	
SPDYE5	7	
SERPINA6	2	
ZNF778	28	
NIPA1	39	
FOXD4	2	
GPR25	0	
UBE2E1	240	
HNRNPA3	876	
SIK2	436	
RNF150	244	
VGLL2	368	
HOXD4	2	
CHRNB1	317	
HOXD12	0	
GYPA	0	
USP38	339	
SLC16A5	46	
NANP	12	
ANKK1	2	
ADRA1B	9	
ADPRM	16	
FABP6	0	
PWWP2A	69	
USP50	18	
USP47	559	
PDCD6IP	429	
MRGPRX1	0	
ZNF212	52	
MRAP	32	
FAM161A	11	
ZNF282	109	
GLB1	131	
C14orf142	22	
FAXDC2	232	
CRTAP	989	
C7orf33	0	
CNGB3	1	
SLN	2878	
CMTM8	22	
GABARAP	56	
STX8	88	
CDK1	5	
UBB	4603	
NFRKB	150	
FABP4	2152	
PRDM10	61	
B3GNT2	65	
TMED10	723	
SMAD1	69	
CST2	0	
EMX2	64	
CST1	0	
SP7	0	
TCAF2	7	
SEMA3E	7	
LRRN2	46	
SLC30A1	509	
DCLK2	43	
ZNF804A	1	
GPRC5C	159	
TMEM182	420	
VSTM2A	1	
KRT78	0	
ADORA2B	7	
SDR9C7	1	
MGMT	79	
METTL7B	23	
KRT86	0	
HARS	168	
NFXL1	44	
DENND5B	83	
CD14	98	
DNAJC18	128	
SPATA24	13	
RALGAPB	215	
WIBG	35	
MZB1	6	
KRT4	0	
SLC23A1	2	
KRT74	0	
NPAS2	39	
KRT72	0	
KISS1	2	
LONRF2	151	
NUDT9	101	
HSD17B13	2	
COX7B2	0	
ELOVL6	28	
KRT83	0	
PFKFB3	1389	
TMC7	14	
ARL6IP1	353	
SERPINB9	119	
SMAGP	24	
IRX1	2	
CDH2	10	
IRX2	17	
EMB	42	
SIX2	58	
DLGAP1	2	
STAT2	417	
NUDCD2	52	
IRF2BP1	125	
OR9K2	0	
HSPA4	467	
FOXA3	0	
FAM71B	0	
SLC26A5	1	
COMMD5	50	
SGCD	394	
GTSF1	0	
ZNF16	37	
ARMC10	118	
RNF34	156	
ACYP2	201	
TRABD	138	
TMEM133	24	
ATF7	291	
SOCS6	113	
MURC	1005	
ZNF296	6	
HOXB9	12	
POLH	40	
SYT9	1	
KCNS3	106	
RBMXL2	0	
KIF5B	655	
GPR37	12	
AKAP13	700	
TPD52L3	0	
CDCA4	16	
SDR16C5	0	
DYDC1	0	
CHCHD7	107	
HTRA3	91	
FOXN2	125	
LMOD2	5568	
BFSP2	0	
FSHR	0	
USP32	93	
CEL	55	
PPM1D	69	
KBTBD2	381	
MINA	250	
TRIAP1	81	
LSM3	131	
KIAA0232	444	
MTSS1	391	
TMEM43	336	
RNF139	128	
RPS9	1115	
PLA2G1B	0	
CYTL1	5	
TSEN34	92	
TRH	0	
GSTA4	75	
MSANTD4	74	
NDUFA3	237	
OSCAR	24	
PAQR8	23	
NUDT6	31	
TANC2	79	
TEX13B	0	
PKHD1	0	
DNAJC24	59	
MBD3L1	0	
PGK2	0	
ZNF415	36	
PRKCDBP	167	
CEACAM3	33	
DCDC1	1	
HAS2	17	
PDGFD	101	
PLAC1	0	
S1PR1	142	
HS6ST2	1	
PYGO1	144	
LRRC8E	0	
PKIA	2525	
TSNARE1	38	
FPR2	53	
FPR1	241	
PATE1	0	
OR13H1	0	
FEZ2	2202	
SOX7	114	
C8orf74	0	
ALK	3	
CCBL1	36	
TRMT61B	39	
INSR	493	
MFN1	160	
GIMAP8	116	
NRTN	4	
KCNMB3	5	
FUT3	0	
KCNG3	0	
ATP6V0E2	80	
PRKCE	60	
OR2K2	0	
JAGN1	77	
RLN3	0	
TADA3	262	
SOCS5	98	
C1GALT1C1	51	
MORN4	8	
ZNF672	242	
ZNF692	103	
NAIF1	26	
RBKS	37	
OR2M4	0	
GRIK1	0	
MUC7	0	
PROL1	0	
SMR3B	0	
TMEM126A	66	
TMEM126B	94	
TRIM8	513	
NETO2	12	
CSN3	0	
CLDN20	0	
CDC42BPG	37	
SCAND1	80	
JUNB	7269	
C10orf35	9	
TMEM37	74	
UGT2B7	0	
LRG1	59	
SHCBP1	4	
SOSTDC1	1	
NPTX1	14	
FAM98B	90	
ZNF439	25	
GAA	290	
CANT1	104	
KCNK3	25	
ZDHHC16	61	
CHST11	55	
EXOSC1	39	
CHD7	71	
ESCO2	2	
KRT19	13	
KRT15	2	
LURAP1	7	
KRT38	0	
CLCN5	99	
TPPP	131	
KCND3	41	
KRT13	1	
XAGE3	0	
KRT9	0	
XAGE5	0	
PDE7B	28	
MRPL36	54	
ZNF581	25	
NAT1	6	
KSR2	1	
ZNF524	66	
MCC	100	
KRT27	0	
ZBTB26	28	
CDK5R2	0	
POLR1C	39	
ASXL1	424	
OR1L6	0	
DLK2	3	
ZNF562	64	
ZNF318	114	
ZNF561	110	
WIPF2	152	
HOPX	31	
NLRP5	0	
LRRC8C	67	
RSL1D1	453	
LRRC8D	31	
MROH2B	0	
OR1L8	3	
PPID	257	
OR1N2	0	
ETFDH	384	
OR1N1	0	
RXFP1	0	
LPAR3	1	
PTGER4	68	
TBCA	122	
NEUROD2	0	
MAP6	15	
OTP	0	
ECEL1	4	
BCL2L1	237	
FGG	0	
FGA	0	
OR2AT4	0	
PLRG1	116	
ZNF584	38	
DSCAM	0	
DNAI2	1	
NMUR1	5	
CLSTN1	336	
CXXC5	290	
ZNF274	153	
PIK3CD	126	
PTCRA	0	
SLC25A33	48	
ENC1	125	
SPSB1	106	
P2RY6	13	
BPTF	223	
S100Z	0	
ZIK1	19	
GPR82	1	
GPR34	21	
PLEKHG5	111	
ATF7IP	136	
LKAAEAR1	0	
RGS19	50	
TCEA2	91	
DEFB4A	0	
ANO5	559	
HDAC3	124	
C1orf111	1	
GPHN	77	
VAT1L	10	
TMEM51	55	
CAMTA1	128	
LGALS4	4	
LRRC34	20	
PAH	0	
SPATA5L1	44	
GATM	746	
SYCE1	2	
NXNL1	0	
RASGRP4	90	
NHLH1	5	
SLFNL1	5	
BCL2	282	
RHNO1	28	
CTPS1	71	
KNDC1	32	
WDR87	0	
METTL18	6	
COL8A2	60	
PWWP2B	78	
PCDHB1	0	
ZNF540	17	
ANGPTL7	45	
FBXL14	45	
EXOSC10	215	
ZNF570	23	
NINJ2	33	
MLLT3	59	
FAM90A1	0	
IFNB1	0	
C3AR1	12	
RNMTL1	64	
PTEN	334	
RPS7	739	
PRND	2	
RNASEH1	31	
PRNP	497	
KLF17	0	
FRMD5	1	
AQP4	495	
CYP4F11	3	
TLN2	532	
TVP23B	38	
OR10H3	0	
ZNF217	101	
OR10H2	0	
SCG2	3	
ATPAF2	49	
CYP4F22	1	
FOXB1	0	
PPIH	29	
LRRC48	27	
ZNF57	15	
C20orf196	7	
C11orf40	0	
JMJD1C	248	
LDHAL6B	1	
SYNPO	7985	
ZNF556	3	
MAL	130	
ZNF554	30	
RAB33B	63	
THOP1	123	
REG3A	0	
GAP43	1	
REG1B	0	
EPHX4	3	
LAMB2	1555	
USP19	507	
QARS	507	
ORMDL3	239	
KLF11	353	
LRRC15	4	
SMN1	19	
EIF2AK3	61	
TEX37	0	
MOB3A	209	
KRCC1	107	
NME6	68	
CYCS	1061	
CD8B	5	
SLFN12	11	
CALB2	65	
SLC9C1	1	
OR1A1	0	
OR8I2	0	
CCL11	0	
FRMD3	91	
SNTB1	328	
MTBP	45	
TEFM	26	
MRPL13	73	
MALT1	104	
PRL	0	
ISG20	69	
MBOAT1	64	
OR8U1	0	
ID4	137	
GPR22	2	
CXCR6	8	
CEBPB	682	
AZU1	0	
ATOH1	0	
PAIP1	417	
CLEC7A	163	
C5orf34	3	
C1QTNF4	11	
NEGR1	114	
ZNF131	104	
MACROD2	8	
DPAGT1	70	
BSG	1938	
HINFP	68	
CDY1	0	
OR10V1	0	
CERS6	86	
SPTLC3	24	
COPRS	144	
TP53RK	34	
B3GALT1	47	
OR5A1	0	
CLEC12A	9	
OR5A2	0	
BPGM	139	
POP7	53	
ALG14	19	
STARD5	38	
CSDC2	50	
RCAN2	655	
IL16	129	
ABCG4	5	
GNB2	504	
CFAP53	3	
OR5B2	0	
FAM195A	177	
PDZD3	5	
C2CD2L	56	
OR9I1	0	
ARNT2	149	
GNG12	335	
PRSS27	4	
MYOZ2	1228	
SYNPO2	8350	
DNAJB7	3	
INSL5	0	
EFCAB3	0	
TTC36	3	
MYEOV2	85	
GTPBP2	155	
FGGY	104	
IL17D	572	
FUT9	0	
OR5AP2	0	
TCEAL1	90	
ZNF24	356	
MANEA	33	
RAB40A	2	
C2orf54	7	
AGXT	0	
AFF1	621	
ACOT12	0	
FIBP	101	
CARNS1	210	
BANP	41	
PPP1CA	266	
HCFC1	355	
FAM170B	0	
CTSW	4	
NIPAL4	1	
MUCL1	1	
SNTG2	5	
FNDC9	3	
PDE3A	117	
RASGRP1	20	
KLHL6	13	
CHCHD1	69	
MRPL52	60	
SMPDL3A	68	
RND1	85	
EFEMP2	229	
FAM21C	57	
TMEM134	109	
ZMAT3	78	
ZFAND4	18	
THEMIS	3	
MOS	0	
ZNF738	15	
MS4A10	0	
SLFN11	147	
FAM71D	0	
CCL19	7	
CORO1B	147	
FUT10	10	
LRRC20	886	
MUS81	137	
PURG	3	
TMEM217	6	
OR4D9	0	
ZNF596	36	
COL6A5	0	
CFL1	1015	
TMCC1	210	
NAA16	86	
EFCAB12	4	
FAM192A	228	
FADS6	0	
RAB37	40	
DCP2	90	
SNX32	216	
RPL38	1106	
CYP7B1	5	
OVOL1	9	
RARG	103	
CES4A	30	
CES3	127	
SSH3	107	
CES2	254	
PDP2	34	
SP3	255	
KRT2	0	
DMXL1	128	
METAP1D	41	
ZNF621	69	
EGFL7	182	
NADSYN1	183	
DHCR7	98	
NBEA	44	
RNASEH2C	191	
MYEOV	2	
ANKRD13D	117	
MRGPRF	110	
MYD88	143	
MRGPRD	0	
OXSR1	320	
SLC22A13	1	
PHF8	134	
LCLAT1	37	
ADH6	0	
XKR3	0	
FRG2C	0	
KAT5	202	
SH3RF3	88	
GXYLT2	14	
HPSE2	1	
DCAKD	63	
ARPP21	141	
TADA2B	254	
CCDC96	8	
ADRBK1	440	
RELA	383	
EVC2	29	
ZNF680	43	
HECTD4	378	
FAM222B	159	
BNC2	110	
DEC1	0	
RXFP4	0	
HPSE	15	
COQ2	59	
CCDC63	14	
LRRN3	8	
KDM2A	756	
ACSM6	1	
ADCK5	26	
NOC3L	54	
ESRRA	471	
RHOD	38	
ADAMTS20	0	
COMMD1	54	
RAPH1	115	
MTX1	53	
ADCY5	199	
PARP14	265	
CYSLTR1	36	
PARP15	19	
CKS1B	36	
ABCD2	27	
AHSA2	497	
ABLIM3	306	
MAB21L3	29	
KIAA1919	19	
VANGL1	35	
GLRX	140	
IQCB1	68	
SYT12	3	
GOLGB1	327	
C11orf86	0	
LIPM	0	
GPR151	0	
DMRT2	345	
ZNF483	3	
PLAC8L1	3	
SLC2A14	0	
GPR137	116	
SNCG	236	
MMRN2	381	
TNKS	180	
ZNF449	43	
PPP1R3B	1109	
OR10K1	0	
GPR148	0	
STOX2	44	
MAP3K11	357	
TRIB1	502	
CST9	0	
KCNK7	10	
SFT2D3	38	
C1QB	73	
C1QA	110	
NDNF	33	
IQCF1	0	
OLR1	7	
GLIPR1L1	1	
DAG1	960	
INSM1	0	
DAB1	0	
ARV1	61	
NAA20	156	
CCDC36	14	
RNASE8	0	
SAA1	43	
MINOS1	78	
EHBP1L1	2074	
THAP2	30	
TMEM196	0	
RNF26	62	
PPP1R14B	194	
SSSCA1	50	
AGR3	0	
SMARCC1	215	
PTPRM	593	
FKBP2	127	
VEGFB	498	
PEAK1	194	
TNFRSF10D	261	
MST1	28	
TNFRSF10C	96	
GMPPB	1	
MOB1B	198	
ZNF622	87	
CSPG4	600	
SNX33	217	
C2orf70	0	
GPR113	1	
NLRP13	0	
CHD2	494	
XCR1	3	
CCDC106	63	
CCR9	0	
SULT1B1	33	
NUDT4	758	
PC	168	
SCAI	47	
GPRC6A	11	
NMNAT1	77	
LRFN4	75	
TRAPPC3L	2	
APOBEC4	0	
SLC19A1	379	
HSPB7	4752	
RCE1	31	
UQCRH	423	
TAS1R1	4	
HES3	0	
OR1L1	0	
PSMD1	469	
GPR64	11	
SPATA3	0	
MUC13	2	
SUSD5	147	
HEG1	477	
WFIKKN2	12	
C11orf80	13	
TOMM20	577	
C1orf100	0	
AGFG1	183	
STAT5B	684	
CD7	7	
TOPAZ1	0	
CNP	223	
JUP	550	
HAP1	6	
TDRD12	3	
EIF1	4094	
ENDOV	34	
RNF213	639	
TIGD3	1	
KCNH6	0	
MARCH10	0	
PLK3	127	
NET1	197	
DPY19L1	81	
PHOSPHO1	84	
ZNF791	111	
PHC3	236	
GPR160	20	
CBX2	2	
SPTBN2	129	
GOLIM4	267	
KRT28	0	
RBM4B	69	
USMG5	215	
HOXB2	49	
C1QTNF1	361	
MARCH3	38	
SWSAP1	6	
SLCO4C1	8	
RBM4	19	
PIFO	2	
XXYLT1	16	
UBXN2A	125	
RAX2	0	
LRRC63	0	
TCAP	15239	
CCS	84	
NRROS	16	
CEP19	11	
KLHL15	107	
FBXO45	72	
SPERT	0	
FAM46D	0	
GNG5	255	
SLC25A30	421	
C9orf131	4	
CD34	580	
CTSF	396	
MSRB3	1030	
LEMD3	100	
C16orf91	29	
TLR10	5	
TLR1	27	
TLR6	28	
FAM174A	74	
RGMB	126	
FAM53A	6	
NWD2	3	
CYB561D1	60	
GSTA3	5	
ZDHHC24	48	
SELP	49	
CTU2	38	
MGA	100	
ARL13A	2	
SNX31	1	
PIGG	161	
PRPF8	1429	
ADCY6	480	
REP15	1	
PITPNA	243	
DDX23	330	
ZNF80	1	
ZNHIT2	24	
EVX2	0	
ZBTB4	734	
TNK1	12	
ZHX3	267	
PHLDA3	245	
DIRC1	0	
SLC16A11	38	
SLC16A13	6	
GLIS1	4	
OR2Y1	0	
CHRNA9	0	
PODN	488	
SLC6A19	0	
C11orf45	4	
EXO1	1	
RALGAPA1	144	
LIG4	46	
TRHR	0	
ABRA	1563	
ATP2A2	14332	
ZWILCH	18	
RPL4	3501	
SNAPC5	70	
STARD6	0	
VWC2L	1	
C12orf76	37	
ZCCHC12	2	
GALNTL6	13	
LINGO2	1	
DENND4A	79	
IGDCC3	3	
GCSAM	4	
ANKRD36C	12	
SLC26A9	10	
MFSD4	63	
PELI3	82	
TTC9B	1	
MYO1H	2	
TMEM81	7	
MRPL11	114	
KLK15	62	
IL20RB	8	
GOLT1A	8	
NPAS4	9	
MSL2	179	
ZNF497	6	
ANGEL2	105	
UGT8	134	
KY	25	
IQCK	55	
SLCO2A1	93	
ZNF266	106	
OR7D4	0	
SLC29A2	428	
LEP	207	
SH3PXD2B	93	
KIAA1551	195	
LARP7	190	
FGFBP3	9	
NR1D2	485	
PABPC5	3	
BRMS1	50	
RPL15	2014	
HRAS	101	
WDR49	0	
PCP2	2	
RIN1	8	
C4orf26	2	
THAP6	85	
CEP135	19	
FZD4	629	
CD248	197	
BTC	18	
PDZK1	0	
EMR1	6	
DENND6A	89	
PDE12	113	
GLMN	21	
DNAH12	4	
YIF1A	140	
CNIH2	3	
NLRP6	7	
NDUFA11	30	
PQLC2L	8	
RAB1B	764	
PTDSS2	92	
SEZ6L2	75	
ASPHD1	4	
KCTD13	40	
P2RY14	27	
AMZ1	0	
GPR171	5	
GPR149	0	
CD164L2	2	
FUT1	23	
DHX36	186	
OR5J2	0	
ZIC4	5	
OR4S2	0	
FBXW8	72	
CA5A	0	
ZG16	0	
KLC2	199	
SLC22A1	4	
TEX36	0	
CTBP2	154	
ZDHHC14	56	
ATR	79	
UBE2C	5	
DSG4	0	
GK5	45	
VCPIP1	114	
RTP1	0	
DES	41750	
PDIK1L	41	
SPSB4	22	
RAG2	5	
TRAF6	72	
MRPS22	132	
PACS1	438	
WFDC5	0	
MARCKSL1	93	
SH3BP5L	122	
OR2T1	0	
YPEL2	423	
CADM2	21	
ABO	11	
PSMD2	1004	
PPM1E	0	
FAM131A	84	
CSRP2	148	
INHBC	0	
PARL	137	
DDIT3	320	
PCCA	92	
HIGD2B	0	
DCTN2	376	
NPPA	5	
ZNF408	47	
CTDSP2	1197	
CKAP5	332	
ARHGAP1	342	
MED16	227	
ATG13	262	
GAL3ST3	0	
C1orf127	23	
CHST1	7	
VWA3A	4	
TP53I11	267	
APITD1	10	
DOLK	28	
PHYHD1	69	
CCNE2	13	
ANKS4B	1	
CST6	3	
GRAMD2	0	
ZNF519	10	
LSM1	68	
PROP1	0	
ISX	0	
BANF1	471	
APOF	0	
TMEM9B	187	
NRIP3	4	
PTPN2	69	
SCUBE2	46	
EIF1AD	114	
SMAD2	274	
EIF3F	656	
ZNF25	201	
ARL10	90	
PCSK1	1	
LPL	1381	
RFESD	15	
CCDC14	97	
TBC1D10C	62	
SART1	189	
PPP2R2D	172	
MCTP1	31	
POLD4	26	
OR52W1	0	
LRRC25	37	
DPP10	4	
UBQLNL	4	
UBQLN3	0	
PNLIP	0	
LIPT2	7	
KCNE3	14	
CABP4	2	
ALG10B	5	
DRAP1	149	
LONRF3	25	
UCP3	383	
UCP2	210	
PAAF1	68	
MRPL48	78	
P2RY2	147	
FOSL1	143	
ERCC4	40	
CCDC85B	169	
TMEM70	294	
OR4B1	0	
RPS6KB2	174	
RMI2	11	
PRM1	0	
TOM1L2	515	
TEX26	0	
ZNF77	13	
GPR156	1	
KDF1	3	
B3GNTL1	27	
RBMXL3	0	
MLXIP	1347	
C11orf44	0	
NR2F1	35	
AURKAIP1	292	
TTLL11	64	
EIF4E1B	0	
TOMM5	13	
C15orf53	0	
SLC35E3	69	
PRIMA1	34	
ZNF169	7	
RUVBL1	123	
SFN	2	
MSRA	47	
ZNF645	0	
CCDC168	1	
CTDNEP1	709	
ETV4	8	
SWI5	43	
GAPT	20	
BAIAP2	61	
CALCB	1	
CREG2	1	
WBSCR28	0	
HOXD8	100	
ZDHHC21	128	
TSPEAR	1	
PLEKHF2	90	
A2M	3590	
ARL4D	49	
DOK7	47	
LRRN1	92	
UBE2O	146	
ORAI3	8	
KLHL38	373	
UNC119B	146	
DENND2C	210	
PLEKHD1	7	
ASCL3	0	
TUBB6	594	
LYSMD3	100	
AMIGO3	0	
B3GALT6	30	
ZNF613	20	
C11orf16	0	
TMPRSS7	1	
NUPR1	258	
JAKMIP2	5	
MBLAC2	27	
TPRN	49	
KCNE5	2	
ZNF683	2	
SLC35A4	330	
AIM1L	0	
IP6K1	165	
SSNA1	83	
CSTF3	68	
YES1	134	
CHMP6	104	
DLEU1	17	
UFSP1	6	
TMEM39A	75	
TCP11L1	43	
GPX2	1	
CCDC57	71	
HSF5	0	
FOXG1	1	
SPHK1	63	
BNIP3	325	
ENTHD1	1	
MYPOP	50	
OR11H4	0	
OR4D11	0	
LRRTM4	8	
ATAD5	8	
SMIM19	167	
OR11H6	0	
ZNF404	22	
RTTN	55	
OR4K17	1	
OR10H4	0	
OR51B6	0	
ACBD7	1	
ANAPC2	135	
OR4K13	0	
ZNF135	134	
FOXR1	0	
COX8A	295	
TAC4	5	
ZSCAN2	38	
PRR18	1	
B3GNT4	76	
CDC26	55	
HSD11B2	966	
CRLF3	41	
RNPEP	98	
EID2	43	
DMRTA1	7	
EID2B	7	
GJC3	2	
RIMS2	10	
KCMF1	421	
SPRYD4	41	
VPS37D	6	
CLEC14A	130	
SYNE3	35	
LPCAT4	99	
SLCO3A1	115	
ZNF575	28	
WDR25	16	
CCDC101	87	
PLA2G16	375	
DIRAS1	19	
OR5AN1	0	
PHLDB3	15	
PRR15	10	
GNG7	74	
OR4C5	0	
KIAA2018	215	
OR4S1	0	
CNTD1	97	
CNBD1	0	
KBTBD11	15	
B3GNT5	206	
MAP3K19	0	
C14orf177	0	
LMNB2	126	
RMDN1	283	
MEX3C	109	
HORMAD2	0	
RNF152	546	
MYO1D	218	
FOXL1	20	
FOXC2	14	
BDNF	19	
CCDC121	27	
ACSF3	91	
BOK	256	
C8orf59	71	
PFN4	3	
OR51V1	0	
MAGEB6	0	
CDK5R1	17	
TCERG1L	0	
MAGEB18	0	
RUFY1	168	
OR52E2	0	
BASP1	70	
DEFB103A	0	
OR51L1	0	
LRRC37A3	26	
VSIG10	155	
IRX5	15	
METRNL	138	
FAM91A1	126	
WSB2	513	
GRIN1	15	
SOX11	0	
TYMS	23	
OR51A7	0	
